user_id,anime_id,rating,title,img_url,link
125,366,5,AIKa,https://cdn.myanimelist.net/images/anime/11/61673.jpg,https://myanimelist.net/anime/366/AIKa
125,2163,5,AIKa R-16: Virgin Mission,https://cdn.myanimelist.net/images/anime/3/9069.jpg,https://myanimelist.net/anime/2163/AIKa_R-16__Virgin_Mission
125,6443,5,AIKa Zero,https://cdn.myanimelist.net/images/anime/2/14628.jpg,https://myanimelist.net/anime/6443/AIKa_Zero
505,7453,7,AIKa Zero Picture Drama,https://cdn.myanimelist.net/images/anime/10/17813.jpg,https://myanimelist.net/anime/7453/AIKa_Zero_Picture_Drama
505,4718,5,AIKa: Special Trial,https://cdn.myanimelist.net/images/anime/3/82431.jpg,https://myanimelist.net/anime/4718/AIKa__Special_Trial
192,12149,8,AKB0048,https://cdn.myanimelist.net/images/anime/3/74157.jpg,https://myanimelist.net/anime/12149/AKB0048
192,14941,8,AKB0048: Next Stage,https://cdn.myanimelist.net/images/anime/11/44450.jpg,https://myanimelist.net/anime/14941/AKB0048__Next_Stage
714,49,6,Aa! Megami-sama!,https://cdn.myanimelist.net/images/anime/11/71215.jpg,https://myanimelist.net/anime/49/Aa_Megami-sama
458,9611,7,Aa! Megami-sama! (2011),https://cdn.myanimelist.net/images/anime/5/28569.jpg,https://myanimelist.net/anime/9611/Aa_Megami-sama_2011
794,50,7,Aa! Megami-sama! (TV),https://cdn.myanimelist.net/images/anime/2/17841.jpg,https://myanimelist.net/anime/50/Aa_Megami-sama_TV
1254,1003,7,Aa! Megami-sama! (TV) Specials,https://cdn.myanimelist.net/images/anime/2/17893.jpg,https://myanimelist.net/anime/1003/Aa_Megami-sama_TV_Specials
458,304,10,Aa! Megami-sama! Movie,https://cdn.myanimelist.net/images/anime/5/71211.jpg,https://myanimelist.net/anime/304/Aa_Megami-sama_Movie
226,303,8,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,https://cdn.myanimelist.net/images/anime/1/303.jpg,https://myanimelist.net/anime/303/Aa_Megami-sama__Chichaitte_Koto_wa_Benri_da_ne
1254,880,7,Aa! Megami-sama!: Sorezore no Tsubasa,https://cdn.myanimelist.net/images/anime/4/78931.jpg,https://myanimelist.net/anime/880/Aa_Megami-sama__Sorezore_no_Tsubasa
1254,2198,7,Aa! Megami-sama!: Sorezore no Tsubasa Specials,https://cdn.myanimelist.net/images/anime/2/13530.jpg,https://myanimelist.net/anime/2198/Aa_Megami-sama__Sorezore_no_Tsubasa_Specials
710,3090,8,Aa! Megami-sama!: Tatakau Tsubasa,https://cdn.myanimelist.net/images/anime/7/18673.jpg,https://myanimelist.net/anime/3090/Aa_Megami-sama__Tatakau_Tsubasa
541,2884,5,Aachi wa Ssipak,https://cdn.myanimelist.net/images/anime/2/4034.jpg,https://myanimelist.net/anime/2884/Aachi_wa_Ssipak
745,22831,7,Abarenbou Rikishi!! Matsutarou,https://cdn.myanimelist.net/images/anime/7/65897.jpg,https://myanimelist.net/anime/22831/Abarenbou_Rikishi_Matsutarou
695,306,10,Abenobashi Mahou☆Shoutengai,https://cdn.myanimelist.net/images/anime/1145/92325.jpg,https://myanimelist.net/anime/306/Abenobashi_Mahou%E2%98%86Shoutengai
706,25397,6,Absolute Duo,https://cdn.myanimelist.net/images/anime/4/68839.jpg,https://myanimelist.net/anime/25397/Absolute_Duo
429,11759,9,Accel World,https://cdn.myanimelist.net/images/anime/8/38155.jpg,https://myanimelist.net/anime/11759/Accel_World
850,13939,6,Accel World EX,https://cdn.myanimelist.net/images/anime/10/41815.jpg,https://myanimelist.net/anime/13939/Accel_World_EX
850,13859,5,Accel World: Acchel World.,https://cdn.myanimelist.net/images/anime/10/38469.jpg,https://myanimelist.net/anime/13859/Accel_World__Acchel_World
670,31763,8,Accel World: Infinite∞Burst,https://cdn.myanimelist.net/images/anime/5/87145.jpg,https://myanimelist.net/anime/31763/Accel_World__Infinite%E2%88%9EBurst
1275,2852,8,Accelerando: Datenshi-tachi no Sasayaki,https://cdn.myanimelist.net/images/anime/1137/103881.jpg,https://myanimelist.net/anime/2852/Accelerando__Datenshi-tachi_no_Sasayaki
1207,12291,9,Acchi Kocchi (TV),https://cdn.myanimelist.net/images/anime/5/46489.jpg,https://myanimelist.net/anime/12291/Acchi_Kocchi_TV
595,16273,9,Acchi Kocchi (TV): Place=Princess,https://cdn.myanimelist.net/images/anime/12/43823.jpg,https://myanimelist.net/anime/16273/Acchi_Kocchi_TV__Place_Princess
682,311,10,Ace wo Nerae!,https://cdn.myanimelist.net/images/anime/10/3144.jpg,https://myanimelist.net/anime/311/Ace_wo_Nerae
682,313,10,Ace wo Nerae! (1979),https://cdn.myanimelist.net/images/anime/11/32785.jpg,https://myanimelist.net/anime/313/Ace_wo_Nerae_1979
682,314,10,Ace wo Nerae! 2,https://cdn.myanimelist.net/images/anime/6/71785.jpg,https://myanimelist.net/anime/314/Ace_wo_Nerae_2
682,312,10,Ace wo Nerae!: Final Stage,https://cdn.myanimelist.net/images/anime/6/71784.jpg,https://myanimelist.net/anime/312/Ace_wo_Nerae__Final_Stage
861,31790,4,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,https://cdn.myanimelist.net/images/anime/3/77977.jpg,https://myanimelist.net/anime/31790/Active_Raid__Kidou_Kyoushuushitsu_Dai_Hachi_Gakari
1145,32301,7,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,https://cdn.myanimelist.net/images/anime/2/80341.jpg,https://myanimelist.net/anime/32301/Active_Raid__Kidou_Kyoushuushitsu_Dai_Hachi_Gakari_2nd
608,1292,8,Afro Samurai,https://cdn.myanimelist.net/images/anime/3/15874.jpg,https://myanimelist.net/anime/1292/Afro_Samurai
892,13709,6,Afro Samurai Movie,https://cdn.myanimelist.net/images/anime/8/38065.jpg,https://myanimelist.net/anime/13709/Afro_Samurai_Movie
294,27939,7,Afro Samurai Pilot,https://cdn.myanimelist.net/images/anime/3/67723.jpg,https://myanimelist.net/anime/27939/Afro_Samurai_Pilot
850,4970,9,Afro Samurai: Resurrection,https://cdn.myanimelist.net/images/anime/6/77929.jpg,https://myanimelist.net/anime/4970/Afro_Samurai__Resurrection
1183,92,8,After War Gundam X,https://cdn.myanimelist.net/images/anime/10/16054.jpg,https://myanimelist.net/anime/92/After_War_Gundam_X
288,244,7,Agatha Christie no Meitantei Poirot to Marple,https://cdn.myanimelist.net/images/anime/6/3149.jpg,https://myanimelist.net/anime/244/Agatha_Christie_no_Meitantei_Poirot_to_Marple
798,5053,7,Ai City,https://cdn.myanimelist.net/images/anime/10/9864.jpg,https://myanimelist.net/anime/5053/Ai_City
1045,12501,6,Ai Mai! Moe Can Change!,https://cdn.myanimelist.net/images/anime/11/39157.jpg,https://myanimelist.net/anime/12501/Ai_Mai_Moe_Can_Change
706,24699,6,Ai Tenchi Muyou!,https://cdn.myanimelist.net/images/anime/12/67801.jpg,https://myanimelist.net/anime/24699/Ai_Tenchi_Muyou
271,28531,4,Ai Tenchi Muyou! Recaps,https://cdn.myanimelist.net/images/anime/3/70135.jpg,https://myanimelist.net/anime/28531/Ai_Tenchi_Muyou_Recaps
520,1533,7,Ai Tenshi Densetsu Wedding Peach,https://cdn.myanimelist.net/images/anime/7/20446.jpg,https://myanimelist.net/anime/1533/Ai_Tenshi_Densetsu_Wedding_Peach
520,1957,6,Ai Tenshi Densetsu Wedding Peach DX,https://cdn.myanimelist.net/images/anime/13/28128.jpg,https://myanimelist.net/anime/1957/Ai_Tenshi_Densetsu_Wedding_Peach_DX
1158,53,9,Ai Yori Aoshi,https://cdn.myanimelist.net/images/anime/7/10172.jpg,https://myanimelist.net/anime/53/Ai_Yori_Aoshi
434,394,6,Ai Yori Aoshi: Enishi,https://cdn.myanimelist.net/images/anime/10/71425.jpg,https://myanimelist.net/anime/394/Ai_Yori_Aoshi__Enishi
1210,3266,9,Ai Yori Aoshi: Enishi - Miyuki,https://cdn.myanimelist.net/images/anime/7/10173.jpg,https://myanimelist.net/anime/3266/Ai_Yori_Aoshi__Enishi_-_Miyuki
943,6709,8,Ai Yori Aoshi: Yumegatari,https://cdn.myanimelist.net/images/anime/2/15405.jpg,https://myanimelist.net/anime/6709/Ai_Yori_Aoshi__Yumegatari
112,719,10,Ai no Kusabi,https://cdn.myanimelist.net/images/anime/8/6531.jpg,https://myanimelist.net/anime/719/Ai_no_Kusabi
304,5784,7,Ai no Kusabi (2012),https://cdn.myanimelist.net/images/anime/7/75531.jpg,https://myanimelist.net/anime/5784/Ai_no_Kusabi_2012
1222,2041,10,Ai to Yuuki no Pig Girl Tonde Buurin,https://cdn.myanimelist.net/images/anime/7/51421.jpg,https://myanimelist.net/anime/2041/Ai_to_Yuuki_no_Pig_Girl_Tonde_Buurin
1180,2350,1,Ail Maniax: Inma Seifukugari & Majogari no Yoru ni,https://cdn.myanimelist.net/images/anime/7/36715.jpg,https://myanimelist.net/anime/2350/Ail_Maniax__Inma_Seifukugari___Majogari_no_Yoru_ni
522,101,8,Air,https://cdn.myanimelist.net/images/anime/8/22059.jpg,https://myanimelist.net/anime/101/Air
850,857,9,Air Gear,https://cdn.myanimelist.net/images/anime/11/18227.jpg,https://myanimelist.net/anime/857/Air_Gear
23,3791,9,Air Gear Special,https://cdn.myanimelist.net/images/anime/1902/97393.jpg,https://myanimelist.net/anime/3791/Air_Gear_Special
216,9201,9,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,https://cdn.myanimelist.net/images/anime/8/74158.jpg,https://myanimelist.net/anime/9201/Air_Gear__Kuro_no_Hane_to_Nemuri_no_Mori_-_Break_on_the_Sky
1083,230,8,Air Master,https://cdn.myanimelist.net/images/anime/2/21019.jpg,https://myanimelist.net/anime/230/Air_Master
264,713,8,Air Movie,https://cdn.myanimelist.net/images/anime/10/26507.jpg,https://myanimelist.net/anime/713/Air_Movie
916,656,8,Air in Summer,https://cdn.myanimelist.net/images/anime/2/82726.jpg,https://myanimelist.net/anime/656/Air_in_Summer
1145,21861,7,Airy Me,https://cdn.myanimelist.net/images/anime/7/78635.jpg,https://myanimelist.net/anime/21861/Airy_Me
497,9721,6,Aisai Nikki,https://cdn.myanimelist.net/images/anime/1460/103794.jpg,https://myanimelist.net/anime/9721/Aisai_Nikki
1045,32323,8,Aishen Qiaokeli-ing...,https://cdn.myanimelist.net/images/anime/6/78011.jpg,https://myanimelist.net/anime/32323/Aishen_Qiaokeli-ing
422,102,8,Aishiteruze Baby★★,https://cdn.myanimelist.net/images/anime/2/69665.jpg,https://myanimelist.net/anime/102/Aishiteruze_Baby%E2%98%85%E2%98%85
706,17082,6,Aiura,https://cdn.myanimelist.net/images/anime/4/60699.jpg,https://myanimelist.net/anime/17082/Aiura
1195,1734,6,Ajimu: Kaigan Monogatari,https://cdn.myanimelist.net/images/anime/12/10174.jpg,https://myanimelist.net/anime/1734/Ajimu__Kaigan_Monogatari
991,31580,7,Ajin,https://cdn.myanimelist.net/images/anime/13/77968.jpg,https://myanimelist.net/anime/31580/Ajin
350,30868,9,Ajin Part 1: Shoudou,https://cdn.myanimelist.net/images/anime/6/77205.jpg,https://myanimelist.net/anime/30868/Ajin_Part_1__Shoudou
775,1485,9,Akachan to Boku,https://cdn.myanimelist.net/images/anime/2/49693.jpg,https://myanimelist.net/anime/1485/Akachan_to_Boku
664,30123,7,Akagami no Shirayuki-hime,https://cdn.myanimelist.net/images/anime/10/75764.jpg,https://myanimelist.net/anime/30123/Akagami_no_Shirayuki-hime
704,31173,7,Akagami no Shirayuki-hime 2nd Season,https://cdn.myanimelist.net/images/anime/12/77834.jpg,https://myanimelist.net/anime/31173/Akagami_no_Shirayuki-hime_2nd_Season
244,31483,7,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",https://cdn.myanimelist.net/images/anime/10/77943.jpg,https://myanimelist.net/anime/31483/Akagami_no_Shirayuki-hime__Nandemonai_Takaramono_Kono_Page
847,283,9,Akage no Anne,https://cdn.myanimelist.net/images/anime/4/8707.jpg,https://myanimelist.net/anime/283/Akage_no_Anne
706,22199,7,Akame ga Kill!,https://cdn.myanimelist.net/images/anime/1429/95946.jpg,https://myanimelist.net/anime/22199/Akame_ga_Kill
514,26449,10,Akame ga Kill! Recap,https://cdn.myanimelist.net/images/anime/1567/102409.jpg,https://myanimelist.net/anime/26449/Akame_ga_Kill_Recap
706,25241,6,Akame ga Kill!: AkaKill! Gekijou,https://cdn.myanimelist.net/images/anime/6/64537.jpg,https://myanimelist.net/anime/25241/Akame_ga_Kill__AkaKill_Gekijou
916,281,8,Akane Maniax,https://cdn.myanimelist.net/images/anime/6/5237.jpg,https://myanimelist.net/anime/281/Akane_Maniax
254,4744,10,Akaneiro ni Somaru Saka,https://cdn.myanimelist.net/images/anime/9/21525.jpg,https://myanimelist.net/anime/4744/Akaneiro_ni_Somaru_Saka
1038,5772,7,Akaneiro ni Somaru Saka: Hardcore,https://cdn.myanimelist.net/images/anime/11/12090.jpg,https://myanimelist.net/anime/5772/Akaneiro_ni_Somaru_Saka__Hardcore
706,25013,8,Akatsuki no Yona,https://cdn.myanimelist.net/images/anime/9/64225.jpg,https://myanimelist.net/anime/25013/Akatsuki_no_Yona
520,103,7,Akazukin Chacha,https://cdn.myanimelist.net/images/anime/8/2792.jpg,https://myanimelist.net/anime/103/Akazukin_Chacha
847,367,7,Akazukin Chacha OVA,https://cdn.myanimelist.net/images/anime/4/23206.jpg,https://myanimelist.net/anime/367/Akazukin_Chacha_OVA
681,29513,5,Aki no Kanade,https://cdn.myanimelist.net/images/anime/9/72481.jpg,https://myanimelist.net/anime/29513/Aki_no_Kanade
110,6987,10,Aki-Sora,https://cdn.myanimelist.net/images/anime/10/64715.jpg,https://myanimelist.net/anime/6987/Aki-Sora
110,8577,10,Aki-Sora: Yume no Naka,https://cdn.myanimelist.net/images/anime/12/23461.jpg,https://myanimelist.net/anime/8577/Aki-Sora__Yume_no_Naka
1180,1896,6,Akibakei Kanojo,https://cdn.myanimelist.net/images/anime/1561/103796.jpg,https://myanimelist.net/anime/1896/Akibakei_Kanojo
522,5112,5,Akikan!,https://cdn.myanimelist.net/images/anime/5/47093.jpg,https://myanimelist.net/anime/5112/Akikan
718,6287,9,Akikan!: Kan Ippatsu!? Onsen Panic,https://cdn.myanimelist.net/images/anime/10/17646.jpg,https://myanimelist.net/anime/6287/Akikan__Kan_Ippatsu_Onsen_Panic
1045,9849,5,Akina to Onsen de H Shiyo!,https://cdn.myanimelist.net/images/anime/6/36723.jpg,https://myanimelist.net/anime/9849/Akina_to_Onsen_de_H_Shiyo
197,47,6,Akira,https://cdn.myanimelist.net/images/anime/2/82596.jpg,https://myanimelist.net/anime/47/Akira
259,16201,8,Aku no Hana,https://cdn.myanimelist.net/images/anime/8/50559.jpg,https://myanimelist.net/anime/16201/Aku_no_Hana
497,16059,9,Aku no Onna Kanbu: Full Moon Night,https://cdn.myanimelist.net/images/anime/1716/103799.jpg,https://myanimelist.net/anime/16059/Aku_no_Onna_Kanbu__Full_Moon_Night
813,14231,8,Akuemon,https://cdn.myanimelist.net/images/anime/3/87863.jpg,https://myanimelist.net/anime/14231/Akuemon
544,19429,6,Akuma no Riddle,https://cdn.myanimelist.net/images/anime/6/60479.jpg,https://myanimelist.net/anime/19429/Akuma_no_Riddle
666,24751,7,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,https://cdn.myanimelist.net/images/anime/11/63653.jpg,https://myanimelist.net/anime/24751/Akuma_no_Riddle__Shousha_wa_Dare_Nukiuchi_Test
1258,22729,7,Aldnoah.Zero,https://cdn.myanimelist.net/images/anime/7/60263.jpg,https://myanimelist.net/anime/22729/AldnoahZero
706,27655,7,Aldnoah.Zero 2nd Season,https://cdn.myanimelist.net/images/anime/10/71297.jpg,https://myanimelist.net/anime/27655/AldnoahZero_2nd_Season
774,29223,6,Aldnoah.Zero Extra Archives,https://cdn.myanimelist.net/images/anime/2/70417.jpg,https://myanimelist.net/anime/29223/AldnoahZero_Extra_Archives
94,1177,6,Alien 9,https://cdn.myanimelist.net/images/anime/7/2607.jpg,https://myanimelist.net/anime/1177/Alien_9
233,17901,10,All Alone With You,https://cdn.myanimelist.net/images/anime/6/47703.jpg,https://myanimelist.net/anime/17901/All_Alone_With_You
706,3549,7,Allison to Lillia,https://cdn.myanimelist.net/images/anime/9/50491.jpg,https://myanimelist.net/anime/3549/Allison_to_Lillia
888,2225,7,Alps no Shoujo Heidi,https://cdn.myanimelist.net/images/anime/1/2420.jpg,https://myanimelist.net/anime/2225/Alps_no_Shoujo_Heidi
640,32828,9,Amaama to Inazuma,https://cdn.myanimelist.net/images/anime/6/80546.jpg,https://myanimelist.net/anime/32828/Amaama_to_Inazuma
271,4389,5,Amada Anime Series: Super Mario Brothers,https://cdn.myanimelist.net/images/anime/12/8326.jpg,https://myanimelist.net/anime/4389/Amada_Anime_Series__Super_Mario_Brothers
79,591,5,Amaenaide yo!!,https://cdn.myanimelist.net/images/anime/2/32071.jpg,https://myanimelist.net/anime/591/Amaenaide_yo
79,886,5,Amaenaide yo!! Katsu!!,https://cdn.myanimelist.net/images/anime/2/15153.jpg,https://myanimelist.net/anime/886/Amaenaide_yo_Katsu
936,1750,7,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,https://cdn.myanimelist.net/images/anime/8/75971.jpg,https://myanimelist.net/anime/1750/Amaenaide_yo_Katsu__Damasarenaide_yo
79,1749,5,Amaenaide yo!!: Yasumanaide yo!!,https://cdn.myanimelist.net/images/anime/12/32069.jpg,https://myanimelist.net/anime/1749/Amaenaide_yo__Yasumanaide_yo
794,8676,9,Amagami SS,https://cdn.myanimelist.net/images/anime/10/78699.jpg,https://myanimelist.net/anime/8676/Amagami_SS
1233,9117,7,Amagami SS OVA,https://cdn.myanimelist.net/images/anime/8/29939.jpg,https://myanimelist.net/anime/9117/Amagami_SS_OVA
706,11235,7,Amagami SS+ Plus,https://cdn.myanimelist.net/images/anime/13/33359.jpg,https://myanimelist.net/anime/11235/Amagami_SS__Plus
908,12669,10,Amagami SS+ Plus Specials,https://cdn.myanimelist.net/images/anime/12/56023.jpg,https://myanimelist.net/anime/12669/Amagami_SS__Plus_Specials
1233,9925,7,Amagami SS: Tachibana Miya-hen - Imouto,https://cdn.myanimelist.net/images/anime/5/27464.jpg,https://myanimelist.net/anime/9925/Amagami_SS__Tachibana_Miya-hen_-_Imouto
706,22147,8,Amagi Brilliant Park,https://cdn.myanimelist.net/images/anime/5/85435.jpg,https://myanimelist.net/anime/22147/Amagi_Brilliant_Park
826,30206,10,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,https://cdn.myanimelist.net/images/anime/11/74772.jpg,https://myanimelist.net/anime/30206/Amagi_Brilliant_Park__Nonbirishiteiru_Hima_ga_Nai
46,30056,9,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,https://cdn.myanimelist.net/images/anime/4/72011.jpg,https://myanimelist.net/anime/30056/Amagi_Brilliant_Park__Wakuwaku_Mini_Theater_-_Rakugaki_Backstage
992,31771,10,Amanchu!,https://cdn.myanimelist.net/images/anime/6/80810.jpg,https://myanimelist.net/anime/31771/Amanchu
366,3359,7,Amatsuki,https://cdn.myanimelist.net/images/anime/12/75555.jpg,https://myanimelist.net/anime/3359/Amatsuki
1257,1998,4,Amazing Nuts!,https://cdn.myanimelist.net/images/anime/2/73635.jpg,https://myanimelist.net/anime/1998/Amazing_Nuts
893,28981,6,Ame-iro Cocoa,https://cdn.myanimelist.net/images/anime/10/72517.jpg,https://myanimelist.net/anime/28981/Ame-iro_Cocoa
1140,31139,5,Ame-iro Cocoa: Rainy Color e Youkoso!,https://cdn.myanimelist.net/images/anime/10/76340.jpg,https://myanimelist.net/anime/31139/Ame-iro_Cocoa__Rainy_Color_e_Youkoso
484,15085,9,Amnesia,https://cdn.myanimelist.net/images/anime/8/45308.jpg,https://myanimelist.net/anime/15085/Amnesia
481,20655,7,Amnesia OVA,https://cdn.myanimelist.net/images/anime/9/54853.jpg,https://myanimelist.net/anime/20655/Amnesia_OVA
