url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),Soup,name_address
https://www.zomato.com/bangalore/omleterian-new-bel-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTYzNzQ3IiwiMTgyMzc5MTgiLCIxODgwNTUzOCIsIjE4Mjc1MDM3IiwxODg1NTkzMywiMTg3MDY4OTkiLCI1MjkyMCIsIjE4Njc2NTM3IiwiMTg3NTA2OTciLCIxODcyMjUxMiIsIjU3MTA4IiwiNTUyNTUiLCI1MDk0OCIsIjU0MDQ5IiwiNTY1MDgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"76/1, 5th Main, 1st Cross, Mathikere Extension, Near Mathikere Market, New BEL Road, Bangalore",Omleterian,online order, ,3.6 /5,4,+91 7005889963,New BEL Road,Delivery,-,"American, Continental",200,Delivery,new bel road omleterian online order delivery american continental delivery,"Omleterian,76/1, 5th Main, 1st Cross, Mathikere Extension, Near Mathikere Market, New BEL Road, Bangalore"
https://www.zomato.com/bangalore/donne-biryani-shanti-nagar?context=eyJzZSI6eyJlIjpbIjE4ODY3MTIyIiwiNTU3MDIiLCI1NjI0MiIsIjU1OTkzIiwxODIwODM1MSwiMTg3NDcwNjkiLCIxODYwMjgxMCIsIjE4NzE4NDQxIiwiMTg5MDQwODEiLCIxODM1OTg4OCIsIjYxMDc2IiwiMTg4NTcxNjEiLCI1ODAzMiIsIjE4NTcxNzAzIiwiNjEwNjkiLCIxODE0ODkzMiIsIjU5MjM2IiwiMTg3MTA1MDEiLCIxODcyNDU0NyIsIjE4OTA3OTc1IiwiMTg5MDg4ODgiLCIxODQ4MDAyMyIsIjE4Mzk2NzcwIiwiMTg1OTk1NDgiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,"39, Amjapura Main Road, Sudhamnagar, Shanti Nagar, Bangalore",Donne Biryani, , ,3.2/5,10,"+91 9945779848
+91 8050703030",Shanti Nagar,Quick Bites,-,Biryani,200,Dine-out,shanti nagar donne biryani quick bites biryani dine out,"Donne Biryani,39, Amjapura Main Road, Sudhamnagar, Shanti Nagar, Bangalore"
https://www.zomato.com/bangalore/ande-ka-funda-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4ODY3ODIwIiwiMTg4ODUzNDIiLCIxODg2MzA4MyIsIjE4NTgyNDg4IiwxODU5MDMwNiwiNTMyMTIiLCIxODc0NzExNyIsIjE4NjkwOTk4IiwiMTgyNzQzNDMiLCIxODc5Njc2OCIsIjE4OTIyNDMxIiwiMTg3MDk3ODYiLCIxODU1MDYxMyIsIjE4NjE5NTUzIiwiMTgxMDc5OTYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19,"Near Brand Factory, Bannerghatta Road, Bangalore",Ande Ka Funda,online order, ,3.2/5,56,+91 9606238412,Bannerghatta Road,Quick Bites,-,"North Indian, Fast Food, Rolls",250,Delivery,bannerghatta road ande ka funda online order quick bites north indian fast food rolls delivery,"Ande Ka Funda,Near Brand Factory, Bannerghatta Road, Bangalore"
https://www.zomato.com/bangalore/puchkas-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NDIxODc2IiwiMTgwMjIyODYiLCIxODc1Mzc3OCIsIjE4NjI1NTcxIiw1NTQ1NywiMTg1ODIwMTYiLCIxODYxMDAyNiIsIjE4Njc5MDg0IiwiNTUwNDIiLCIxODM0Mzk5MiIsIjE4NzAwODU4IiwiNTY4NzciLCIxODE2MDA5OCIsIjE4NTQ5MzYzIiwiMTgyMzc5MTQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19,"Silver Springs Layout, Near Spice Garden Restaurant, Marathahalli, Bangalore",Puchkas,online order, ,4.1/5,673,"+91 9008011110
+91 8050403007",Marathahalli,Quick Bites,"Chaat, Panipuri, Jalebi, Vada Pav, Samosa, Gol Gappe, Chole Bhature","Street Food, North Indian",200,Delivery,marathahalli puchkas online order quick bites chaat panipuri jalebi vada pav samosa gol gappe chole bhature street food north indian delivery,"Puchkas,Silver Springs Layout, Near Spice Garden Restaurant, Marathahalli, Bangalore"
https://www.zomato.com/bangalore/dosalicious-koramangala-6th-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4OTI1ODIxIiwiMTg3NDc2NjQiLCIxODQ5NDUwMyIsIjE4Njc4NjE4IiwxODcxMDQ0NSwiMTg2NTE4NDUiLCIxODY1Nzg3NCIsIjE4ODYyODYyIiwiMTgzNTk4ODQiLCI1MDY5MSIsIjE4ODA4MzQzIiwiMTg4MDA2NzIiLCIxODg2ODU1MSIsIjE4NjE4MzMzIiwiMTg4NTk1NDAiLCIxODY4MjYyMyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,"Eat Street, Koramangala 6th Block, Bangalore, Bengaluru",Dosalicious,online order, ,3.3/5,7,+91 9513485981,Koramangala 6th Block,Quick Bites,-,South Indian,150,Delivery,koramangala 6th block dosalicious online order quick bites south indian delivery,"Dosalicious,Eat Street, Koramangala 6th Block, Bangalore, Bengaluru"
https://www.zomato.com/bangalore/tangerine-davanam-sarovar-portico-suites-koramangala-2nd-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4Mzc1NTY0IiwiMTgzMTM1NDIiLCIxODYyNjAxMyIsIjE4OTI5MDk3Iiw1MzUyMCwiNTQxNjIiLCIxODcyNzkwNiIsIjU4MzQ5IiwiMTg2MDgwOTkiLCI1NDE2NSIsIjUwMDY3IiwiNTA5NDMiLCIxODIyMTU0NCIsIjU1MjYwIiwiNTI4NDgiLCIxODY4MzI1NyIsIjE4MzA0NzU3IiwiNTE1NjQiLCIxODM0NjM1NSIsIjUwNzQ4IiwiNTIyOTEiLCI1MDQ3NCJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQlRNIHNlcnZpbmcgQnVmZmV0In19,"Davanam Plaza, Next To Total Mall Madivala, Hosur Road, Sidharata Colony, Santhosapuram, Koramangala 2nd Block, Bangalore",Tangerine - Davanam Sarovar Portico Suites,online order,book table,4.0/5,0,080 49652825,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","1,100",Buffet,koramangala 2nd block tangerine davanam sarovar portico suites online order book table casual dining breakfast buffet sushi cheesecake gulab jamun lunch buffet fish noodles continental italian north indian asian bakery chinese european japanese buffet,"Tangerine - Davanam Sarovar Portico Suites,Davanam Plaza, Next To Total Mall Madivala, Hosur Road, Sidharata Colony, Santhosapuram, Koramangala 2nd Block, Bangalore"
https://www.zomato.com/bangalore/chicken-man-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODkzNDMzIiwiMTg2NDk3NDciLCIxODIxNjY1MiIsIjE4ODY3NzQzIiwxODY5MTUxNiwiMTg5MjgxODUiLCIxODQxNzU2MyIsIjE4ODUzNjA4IiwiNTc1OTYiLCI1NTQ3MCIsIjE4OTMzMjcwIiwiMTg4NDg2ODIiLCIxODcwNjkwMSIsIjE4NDYwMDc2IiwiMTg2NzU2ODQiLCIxODY3OTI4MyIsIjE4Mzc3OTQxIiwiMTg2MjI4MDIiLCIxODY0MjkzMyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=,"296, Ground Floor, 5th Phase, 100 Feet Outer Ring Road, JP Nagar, Bangalore",Chicken Man,online order,book table,3.8/5,72,+91 8042005011,JP Nagar,Quick Bites,"Chicken Grill, Roast Chicken, Chicken Wings, Sweet Potato Mash, Pulled Chicken Burger, Sweet Potato Fries","Roast Chicken, Burger",400,Delivery,jp nagar chicken man online order book table quick bites chicken grill roast chicken chicken wings sweet potato mash pulled chicken burger sweet potato fries roast chicken burger delivery,"Chicken Man,296, Ground Floor, 5th Phase, 100 Feet Outer Ring Road, JP Nagar, Bangalore"
https://www.zomato.com/bangalore/the-hub-ibis-hotel-richmond-road?context=eyJzZSI6eyJlIjpbIjUwMzMxIiwiNTA5MjAiLCI1MzIxOCIsIjUzNzUyIiw2MTU4MywiMTg1MTg1NTYiLCI1MjM5NSIsIjUyMzE3IiwiNTQwOTIiLCIxODU4OTA1OSIsIjUyMzUyIiwiNTk4MzciLCI1NDA5MSIsIjU4MDIxIiwiNTQwNTAiLCI1MjU3OSJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQnJpZ2FkZSBSb2FkIHNlcnZpbmcgQnVmZmV0In19,"Ibis Hotel, Bengaluru City Centre, Plot 30, Rajaram Mohan Roy Road, Off Richmond Road",The Hub - Ibis Hotel, , ,3.5/5,29,"080 42548005
+91 7022032592",Richmond Road,Bar,-,"Finger Food, Fast Food, Continental","2,200",Buffet,richmond road the hub ibis hotel bar finger food fast food continental buffet,"The Hub - Ibis Hotel,Ibis Hotel, Bengaluru City Centre, Plot 30, Rajaram Mohan Roy Road, Off Richmond Road"
https://www.zomato.com/bangalore/g-p-s-kaapi-thindi-malleshwaram-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjYyMTIyIiwiMTg2NTUyMzUiLCIxODM2OTgyMSIsIjE4NDE5ODE3Iiw1NjY2NiwiNTg5NTQiLCIxODYzMDQ5NCIsIjE4NTU0ODgyIiwiMTg1NzQ0NTMiLCIxODYyOTYxMiIsIjE4NjMyMjcwIiwiMTg0MTQzNDAiLCIxODgxMjAyNiIsIjYwNTQ1IiwiNTc2NjgiLCIxODU3MjIzNCIsIjE4NDE4NTI2Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBNYWxsZXNod2FyYW0ifX0=,"8th Cross, Sampige Road, Malleshwaram, Bangalore",G. P. S. Kaapi Thindi, , ,3.5 /5,14,080 23444900,Malleshwaram,Quick Bites,-,Street Food,150,Dine-out,malleshwaram g p s kaapi thindi quick bites street food dine out,"G. P. S. Kaapi Thindi,8th Cross, Sampige Road, Malleshwaram, Bangalore"
https://www.zomato.com/bangalore/turquoise-jp-nagar?context=eyJzZSI6eyJlIjpbIjUyMTc5IiwiMTg0ODAwMzQiLCIxODI4MDU4NSIsIjE4NTY1MTE2Iiw1MTYzNSwiMTg2NzA3OTMiLCIxODY2NzMxMyIsIjE4NjEwNjY4IiwiMTg0ODAwMTgiLCIxODcyNTkxNSIsIjE4NzQ3MTA2IiwiMTg3MDE5MTkiLCI1NjU2NyIsIjE4ODg0MTQ3IiwiMTgzMDQ3NDAiLCIxODg0MDg1MiJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=,"Quality Inn - Shravanthi, 60, 13th Cross, 2nd Main, 3rd Phase, JP Nagar, Bangalore",Turquoise, , ,2.8/5,56,080 42456060,JP Nagar,Lounge,-,North Indian,"1,200",Dine-out,jp nagar turquoise lounge north indian dine out,"Turquoise,Quality Inn - Shravanthi, 60, 13th Cross, 2nd Main, 3rd Phase, JP Nagar, Bangalore"
https://www.zomato.com/bangalore/jerome-coffee-food-court-mg-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODUzNDM4IiwiMTg2MTkwMjQiLCIxODY0NTgyMCIsIjE4NjQ4NjcxIiwxODcxMzMyNywiMTg1MzQzNjEiLCIxODU0NTE0OSIsIjE4NDA3OTM3IiwiMTgyNDY1MDciLCI1MTc3MSIsIjYxMTMzIiwiNTgwODYiLCIxODkzMDE4MyIsIjE4NTcwMTEyIiwiMTg1OTExNzAiLCI1NTk3MCIsIjYwNTA5IiwiNjA0ODMiLCIxODE4MTMxMiIsIjE4NzgwODg4IiwiMTg4NTM1MzgiLCIxODg2ODY3NiIsIjE4NzEyMzY4Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCcmlnYWRlIFJvYWQifX0=,"12, Ground Floor, Mittal Tower, MG Road, Bangalore",Jerome Coffee & Food court, , ,-,0,"080 25586999
+91 9945181882",MG Road,Quick Bites,-,"South Indian, Street Food",150,Delivery,mg road jerome coffee food court quick bites south indian street food delivery,"Jerome Coffee & Food court,12, Ground Floor, Mittal Tower, MG Road, Bangalore"
https://www.zomato.com/bangalore/upsouth-1-malleshwaram?context=eyJzZSI6eyJlIjpbIjU2NjI5IiwiMTg2ODE1ODEiLCIxODcwNjUwMSIsIjE3OTQ2MDk3Iiw1MzE3NywiNTA1MTAiLCIxODc2MTE3OSIsIjE4NzQyOTEwIiwiMTg4NTQ0MzkiLCIxODY3MDA5MiIsIjE4Nzk0ODA0IiwiNTc4MTEiLCI1NjMyNSIsIjE4NDM1NjY4IiwiMTg3MjgwNDciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"B-1, 3rd Floor, Food Court, Orion Mall, Brigade Gateway, 26/1, Dr. Rajkumar Road, Malleshwaram, Bangalore",Upsouth,online order, ,4.1 /5,489,+91 8022682268,Malleshwaram,Quick Bites,"Filter Coffee, Crispy Dosa, Vada, Burgers, Mini Idlis, Ghee Roast Masala Dosa, Paratha",South Indian,300,Delivery,malleshwaram upsouth online order quick bites filter coffee crispy dosa vada burgers mini idlis ghee roast masala dosa paratha south indian delivery,"Upsouth,B-1, 3rd Floor, Food Court, Orion Mall, Brigade Gateway, 26/1, Dr. Rajkumar Road, Malleshwaram, Bangalore"
https://www.zomato.com/bangalore/wanderers-kalyan-nagar?context=eyJzZSI6eyJlIjpbIjE4NTkwMjkzIiwiMTg2NDgwNzUiLCI1ODk4MiIsIjE4MzY2MzYzIiwxODYxMTA5OCwiMTg2Nzc1MDEiLCI2MTUyOCIsIjE4NTg1MzM5IiwiMTgyNjM0MjAiLCIxODI2MzQxOCIsIjUzNTgwIiwiMTg5Mjk1NzgiLCIxODQzNTY4OSIsIjUxNDgxIiwiNTI0MDEiLCIxODQ5NDA3MiIsIjE4NzkxMDI1IiwiMTgzODc0MTgiLCIxODYxNzE0MiIsIjE4ODg4MDM4IiwiMTgzNzEyNDYiLCIxODgzNjczOSIsIjE4Nzk0NzA0Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBLYWx5YW4gTmFnYXIifX0=,"7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",Wanderers, ,book table,4.0/5,662,080 25455225,Kalyan Nagar,"Microbrewery, Casual Dining","Pizza, Peri Peri Fries, Wheat Beer, Craft Beer, Chips, Stout, Chicken Burger","Continental, North Indian, South Indian, Italian","1,500",Dine-out,kalyan nagar wanderers book table microbrewery casual dining pizza peri peri fries wheat beer craft beer chips stout chicken burger continental north indian south indian italian dine out,"Wanderers,7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore"
https://www.zomato.com/bangalore/mavalli-tiffin-room-mtr-kalyan-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjUzNjgzIiwiMTgxNjU3NTIiLCI1MDgwMyIsIjE4MTY1Nzc0IiwxODU1NDk2MCwiMTg5NDYyODciLCI1MzI1MiIsIjE4NzYyNTA2IiwiMTg1NzQzNTQiLCIxODQzNTY4MSIsIjE4MjYzNDA4IiwiNTAzOTIiLCIxODg2NzE4MSIsIjE4NTczNzU0IiwiNjE0OTgiLCIxODk0NjA0OSIsIjE4NTE1MDg5IiwiNTM1OTQiLCI1NTIxMCIsIjYwMTk5Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBLYWx5YW4gTmFnYXIifX0=,"414A, 7th Main Road, HRBR Layout 1st Block, Kalyan Nagar, Bangalore",Mavalli Tiffin Room (MTR), , ,4.1/5,203,+91 9886637825,Kalyan Nagar,Quick Bites,"Coffee, Rava Idli, Kesari Bath, Rava Masala Dosa, Badam Halwa, Vada, Pongal",South Indian,250,Dine-out,kalyan nagar mavalli tiffin room mtr quick bites coffee rava idli kesari bath rava masala dosa badam halwa vada pongal south indian dine out,"Mavalli Tiffin Room (MTR),414A, 7th Main Road, HRBR Layout 1st Block, Kalyan Nagar, Bangalore"
